source,productid,mobilename,sellingprice,mrp,discountoffering,rating,url,scraped_at
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",17999,24999.0,28% off,4.4,https://www.flipkart.com/cmf-nothing-phone-2-pro-white-256-gb/p/itm46a119f176627?pid=MOBHAUHAUDZUUQSF&lid=LSTMOBHAUHAUDZUUQSF5CFKOF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_52&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG4RinzaacUW7j40-EZAGiRP4xUmIGTlqIIWKfeUVKLwUIQEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,5a8453e89cbd4,"Apple iPhone 16 Pro (Desert Titanium, 128 GB)",107999,109999.0,1% off,4.6,https://www.flipkart.com/apple-iphone-16-pro-desert-titanium-128-gb/p/itm5a8453e89cbd4?pid=MOBH4DQFSDYNVH5U&lid=LSTMOBH4DQFSDYNVH5UFZYHLF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_54&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBH4DQFSDYNVH5U.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,f836e6de035a5,"realme P4 5G (Steel Grey, 128 GB)",17999,21999.0,18% off,4.4,https://www.flipkart.com/realme-p4-5g-steel-grey-128-gb/p/itmf836e6de035a5?pid=MOBHERXFVRWZP3PZ&lid=LSTMOBHERXFVRWZP3PZOKTHGH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_55&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBHERXFVRWZP3PZ.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,93452c0761719,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",15999,20999.0,23% off,4.4,https://www.flipkart.com/motorola-g96-5g-pantone-ashleigh-blue-128-gb/p/itm93452c0761719?pid=MOBHB3SZ2ZUQQQ9U&lid=LSTMOBHB3SZ2ZUQQQ9U5BKC6D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_56&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBHB3SZ2ZUQQQ9U.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",12999,19999.0,35% off,4.1,https://www.flipkart.com/redmi-note-14-se-5g-mystique-white-128-gb/p/itm3ac3f82a0d665?pid=MOBHE48SHGAUHGTC&lid=LSTMOBHE48SHGAUHGTCENTOS8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_57&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG65_0U4C381JLxjk9zIrxafKGACTP-umySuekRCAbN3_UKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",12999,19999.0,35% off,4.1,https://www.flipkart.com/redmi-note-14-se-5g-titan-black-128-gb/p/itmbbe0bfdee707d?pid=MOBHE48SMK9RUZHQ&lid=LSTMOBHE48SMK9RUZHQEJUO1P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_58&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG4CZyaIo610ruO1h3byIA2NaIMKDRqdFo_3psB1Xe3HDeo15S0a61Wzzbg3qNOknKY%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33999.0,47% off,4.3,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-lilac-128-gb/p/itm5a31476ca6a35?pid=MOBGYT2HDZYASSZG&lid=LSTMOBGYT2HDZYASSZGOUJTDB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_61&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG74js0YDO_MOZJfKpFT9GI1Awza_0GcX042I4NnI7uVZQ%3D%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",19999,36999.0,45% off,4.3,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-256-gb/p/itmd3af671af1e42?pid=MOBGYT2HYAAHS3ZR&lid=LSTMOBGYT2HYAAHS3ZRNFRJP2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_62&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG6Gxvt_mZUj77BybzpaZF2ocDCp0NbXww11r7askxebcQ%3D%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",6999,9999.0,30% off,4.2,https://www.flipkart.com/motorola-g05-forest-green-64-gb/p/itme5ed06a5943b9?pid=MOBH5F3Q2SGMAFHR&lid=LSTMOBH5F3Q2SGMAFHRNOV05B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_63&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBH5F3Q2SGMAFHR.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",11999,14999.0,20% off,4.3,https://www.flipkart.com/motorola-g45-5g-pantone-moss-128-gb/p/itm2c05672b9a986?pid=MOBHC7EW9YTZVZG4&lid=LSTMOBHC7EW9YTZVZG4DYED2B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_64&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBHC7EW9YTZVZG4.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
