source,productid,category,mobilename,sellingprice,mrp,discountoffering,rating,url,scraped_at
flipkart,COMH59ENQYHDYJGX,laptops,Acer Aspire 3 Intel Pentium Quad Core N6000 - (12 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Ligh...,43990.0,44990.0,2% off,,https://www.flipkart.com/acer-aspire-3-intel-pentium-quad-core-n6000-12-gb-512-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH59ENQYHDYJGX&lid=LSTCOMH59ENQYHDYJGX9DSB95&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMH59ENQYHDYJGX.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHFT2NY5V7RCMK,laptops,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,64990.0,86990.0,25% off,,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-75-w-fa566ncr-hn075w-laptop/p/itm10514ecd2a794?pid=COMHFT2NY5V7RCMK&lid=LSTCOMHFT2NY5V7RCMKJW0ZPL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHFT2NY5V7RCMK.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHEZA8DBZRJXZG,laptops,HP 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0028TU | 15-fr0045TU Thi...,68990.0,69023.0,,,https://www.flipkart.com/hp-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15-fr0028tu-15-fr0045tu-thin-light-laptop/p/itma36ceee31e597?pid=COMHEZA8DBZRJXZG&lid=LSTCOMHEZA8DBZRJXZGOLDFRS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHEZA8DBZRJXZG.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHHAFFYEGZUXG8,laptops,"ASUS Vivobook 14 Flip OLED (2026) with Touch Screen, Metallic Design, Intel Core Ultra 5 226V - (16 GB...",96990.0,176990.0,45% off,,https://www.flipkart.com/asus-vivobook-14-flip-oled-2026-touch-screen-metallic-design-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-tp3407sa-sg183ws-2-1-laptop/p/itmffd74b3d38344?pid=COMHHAFFYEGZUXG8&lid=LSTCOMHHAFFYEGZUXG87XRWPO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHHAFFYEGZUXG8.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHDGD5FH6NZPHD,laptops,Primebook 2 Pro (2026) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/128 GB/Android 15) PBG9914128#4...,28990.0,39990.0,27% off,,https://www.flipkart.com/primebook-2-pro-2026-in-built-ai-mediatek-helio-g99-mt8781-8-gb-128-gb-android-15-pbg9914128-4278c-laptop/p/itmdbf8db6a6f79a?pid=COMHDGD5FH6NZPHD&lid=LSTCOMHDGD5FH6NZPHD567UTY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHDGD5FH6NZPHD.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHMYD8FQU2Z8QG,laptops,"Acer Aspire 15 Lite(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home) AL 15-52H , AL...",64990.0,73418.0,11% off,,https://www.flipkart.com/acer-aspire-15-lite-i5-14th-gen-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-al-15-52h-al15-52-notebook/p/itmde8e37bf7150b?pid=COMHMYD8FQU2Z8QG&lid=LSTCOMHMYD8FQU2Z8QGXSSKQQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHMYD8FQU2Z8QG.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHHT9GCKNHQSZZ,laptops,ASUS Expertbook AMD Ryzen 5 Hexa Core 150 - (16 GB/512 GB SSD/Windows 11 Home) PM1503CDA-S70546WS Lapt...,67990.0,169990.0,60% off,,https://www.flipkart.com/asus-expertbook-amd-ryzen-5-hexa-core-150-16-gb-512-gb-ssd-windows-11-home-pm1503cda-s70546ws-laptop/p/itmb2cdbe5dbfbb8?pid=COMHHT9GCKNHQSZZ&lid=LSTCOMHHT9GCKNHQSZZAKFJHY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHHT9GCKNHQSZZ.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMH397XW36HUXB8,laptops,Acer Aspire 15 AMD Office 2024 + M365 Basic AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11...,56990.0,59990.0,5% off,,https://www.flipkart.com/acer-aspire-15-amd-office-2024-m365-basic-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XW36HUXB8&lid=LSTCOMH397XW36HUXB8EV5XN8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMH397XW36HUXB8.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMH9ZWQSAU7H4TG,laptops,Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC7D4HN/A,151900.0,,,,https://www.flipkart.com/apple-macbook-air-m4-24-gb-512-gb-ssd-macos-sequoia-mc7d4hn-a/p/itm2814d44889ee9?pid=COMH9ZWQSAU7H4TG&lid=LSTCOMH9ZWQSAU7H4TGHNJW6M&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMH9ZWQSAU7H4TG.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMGT2ZXC24MFNFA,laptops,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin...,35990.0,54990.0,34% off,,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMGT2ZXC24MFNFA.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHM55EDFBDAHHZ,laptops,HP {2026} AMD Ryzen 5 Hexa Core 7535U - (8 GB/512 GB SSD/Windows 11 Home) 255R G10 Laptop,57990.0,65990.0,12% off,,https://www.flipkart.com/hp-2026-amd-ryzen-5-hexa-core-7535u-8-gb-512-gb-ssd-windows-11-home-255r-g10-laptop/p/itm1f7ad53b95048?pid=COMHM55EDFBDAHHZ&lid=LSTCOMHM55EDFBDAHHZLUEFMP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHM55EDFBDAHHZ.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHHNH8QYHRSTCG,laptops,ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,79990.0,90990.0,12% off,,https://www.flipkart.com/asus-tuf-gaming-a15-2026-amd-ryzen-7-170-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-fa506ncq-hn008w-laptop/p/itm187b00d3b76d3?pid=COMHHNH8QYHRSTCG&lid=LSTCOMHHNH8QYHRSTCGYUF05H&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=6c9e8837-53ce-4a0a-b863-eb07d60eedba.COMHHNH8QYHRSTCG.SEARCH&ppt=sp&ppn=sp&ssid=9fee3qoudc0000001788947184432&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHCPHGZXJWVNX2,laptops,HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,47905.0,49990.0,4% off,,https://www.flipkart.com/hp-15-2025-amd-athlon-dual-core-7120u-8-gb-256-gb-ssd-windows-11-home-thin-light-laptop/p/itm356259fbc5fcb?pid=COMHCPHGZXJWVNX2&lid=LSTCOMHCPHGZXJWVNX2OMIMXX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHCPHGZXJWVNX2.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHMHYH9GDHGXDA,laptops,"Acer Aspire 15 MS Office 2024 + M365 Basic, AMD Ryzen 3 Quad Core 7330U - (8 GB/256 GB SSD/Windows 11 ...",43990.0,74999.0,41% off,,https://www.flipkart.com/acer-aspire-15-ms-office-2024-m365-basic-amd-ryzen-3-quad-core-7330u-8-gb-256-gb-ssd-windows-11-home-a311-45-notebook/p/itm679af52f35d6d?pid=COMHMHYH9GDHGXDA&lid=LSTCOMHMHYH9GDHGXDAYAE4GK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHMHYH9GDHGXDA.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHM9URJR7BV3HY,laptops,ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (32 GB/1 TB SSD/Windows 11 Home) B9406CAA...,272990.0,449990.0,39% off,,https://www.flipkart.com/asus-expertbook-ultra-copilot-pc-intel-core-x7-358h-32-gb-1-tb-ssd-windows-11-home-b9406caa-th1205ws-thin-light-laptop/p/itm8f6006a76d8bf?pid=COMHM9URJR7BV3HY&lid=LSTCOMHM9URJR7BV3HYEBIZAD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=en_ARC9fI5cJYVdI9eKhB3NepNl8LjLpBfMbLfMqNdSxmuGwSCRQXBWqEG5c-OStF9D2Zly4yJ4n6qVeZeYCy_kFs50ArVTxi4Y7vLdGveaXYmyew8FYTq-1MQDtpLybbhP&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHNNHG5N32TYQF,laptops,Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,115999.0,120990.0,4% off,,https://www.flipkart.com/lenovo-ultra-5-225u-intel-core-16-gb-1-tb-ssd-windows-11-home-21ska0ftig-laptop/p/itmb069abad9f7f6?pid=COMHNNHG5N32TYQF&lid=LSTCOMHNNHG5N32TYQFQ8NUWH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_ARC9fI5cJYVdI9eKhB3NepNl8LjLpBfMbLfMqNdSxmvKP_1jzcDjCWSd4gOwzF-2GiXcMx3g9EvtimWCOkhp0t4RbA6JxKlPy_h-31CD0dtjALksAvkiN84uautFYzqG&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHGYAFCZG8YRYS,laptops,ASUS ExpertBook P1 (i5 14th Gen) with 1 Yr ADP Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home) ...,68990.0,89990.0,23% off,,https://www.flipkart.com/asus-expertbook-p1-i5-14th-gen-1-yr-adp-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-p1503cva-s72222ws-p1503cvayb-s73386ws-laptop/p/itmfe48dae26f674?pid=COMHGYAFCZG8YRYS&lid=LSTCOMHGYAFCZG8YRYSWDI8LO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHGYAFCZG8YRYS.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMH397X2KJ8XCHR,laptops,Acer Aspire 15 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) AS15 42 / A325 42 Thin ...,49990.0,76999.0,35% off,,https://www.flipkart.com/acer-aspire-15-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-as15-42-a325-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMH397X2KJ8XCHR.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMGFHMJFHEDTDD4,laptops,Acer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A114-43 Thin and Light Lap...,,,,,https://www.flipkart.com/acer-one-14-amd-ryzen-3-quad-core-7320u-8-gb-256-gb-ssd-windows-11-home-a114-43-thin-light-laptop/p/itm283f44123aab0?pid=COMGFHMJFHEDTDD4&q=laptops&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMGFHMJFHEDTDD4.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHEZZTHYZ3DUK5,laptops,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (16 GB/512 GB S...",49990.0,54990.0,9% off,,https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj2324ws-x1504va-bq341ws-thin-light-laptop/p/itmf0e6514a56cbf?pid=COMHEZZTHYZ3DUK5&lid=LSTCOMHEZZTHYZ3DUK5GYZOBP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHEZZTHYZ3DUK5.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHK4F734GZWHFM,laptops,HP 15 (i3 14th Gen) Intel Core 3 100U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0885TU Thin and Light ...,50843.0,,,,https://www.flipkart.com/hp-15-i3-14th-gen-intel-core-3-100u-16-gb-512-gb-ssd-windows-11-home-15-fd0885tu-thin-light-laptop/p/itm661ed697fa9ca?pid=COMHK4F734GZWHFM&lid=LSTCOMHK4F734GZWHFMN7EU3K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHK4F734GZWHFM.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHEHHXKFQSABXZ,laptops,HP OMEN AI AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,149990.0,162996.0,7% off,,https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHEHHXKFQSABXZ.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHMHYHZPXKCEGJ,laptops,Acer Aspire One Intel Celeron Dual Core N4500 - (12 GB/512 GB SSD/Windows 11 Home) A114-45 Notebook,49261.0,59999.0,17% off,,https://www.flipkart.com/acer-aspire-one-intel-celeron-dual-core-n4500-12-gb-512-gb-ssd-windows-11-home-a114-45-notebook/p/itmb80971f8b2c27?pid=COMHMHYHZPXKCEGJ&lid=LSTCOMHMHYHZPXKCEGJRGTVTB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHMHYHZPXKCEGJ.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHPKRBZT8NHPHY,laptops,Lenovo AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AMN8 Thin and Lig...,52990.0,90980.0,41% off,,https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-30-8-gb-512-gb-ssd-windows-11-home-ideapad-slim-15amn8-thin-light-laptop/p/itm136b8d3fe3ffc?pid=COMHPKRBZT8NHPHY&lid=LSTCOMHPKRBZT8NHPHYTAKZAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHPKRBZT8NHPHY.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMH2TPSHCGYHHH8,laptops,Acer Aspire 3 Intel Celeron Dual Core N4500 - (12 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Ligh...,39900.0,49999.0,20% off,,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-12-gb-512-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH2TPSHCGYHHH8&lid=LSTCOMH2TPSHCGYHHH8BNJSIH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMH2TPSHCGYHHH8.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHZX2TW9ZYNZMX,laptops,Acer Aspire 3 AMD Ryzen 3 5300U - (8 GB/256 GB SSD/Windows 11 Home) A325-42 Notebook,40990.0,49990.0,18% off,,https://www.flipkart.com/acer-aspire-3-amd-ryzen-5300u-8-gb-256-gb-ssd-windows-11-home-a325-42-notebook/p/itm0a8558b1e5a9d?pid=COMHZX2TW9ZYNZMX&lid=LSTCOMHZX2TW9ZYNZMXIBBPJ0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHZX2TW9ZYNZMX.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHZQX4TQ3P9H3Z,laptops,Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFG4HN/A,89900.0,,,,https://www.flipkart.com/apple-macbook-neo-a18-pro-2026-pro-8-gb-512-gb-ssd-tahoe-mhfg4hn-a/p/itmf87d0895be647?pid=COMHZQX4TQ3P9H3Z&lid=LSTCOMHZQX4TQ3P9H3Z424T69&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHZQX4TQ3P9H3Z.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHF8KZGUMD7GHG,laptops,Acer Nitro V 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,104990.0,114999.0,8% off,,https://www.flipkart.com/acer-nitro-v-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-5050-anv15-52-gaming-laptop/p/itm9e214d20dd479?pid=COMHF8KZGUMD7GHG&lid=LSTCOMHF8KZGUMD7GHGBONZPK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHF8KZGUMD7GHG.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMGTGFGB8GK3NV7,laptops,Acer ‎Acer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) A114-43 Thin and Lig...,45502.0,49990.0,8% off,,https://www.flipkart.com/acer-acer-one-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-a114-43-thin-light-laptop/p/itm0178ff325b6f1?pid=COMGTGFGB8GK3NV7&lid=LSTCOMGTGFGB8GK3NV7WPFZP6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMGTGFGB8GK3NV7.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHDWZ63ZXXJTNF,laptops,DELL Inspiron 15 (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) DC15250 Thin...,57490.0,62500.0,8% off,,https://www.flipkart.com/dell-inspiron-15-core-i3-14th-gen-intel-core-3-100u-8-gb-512-gb-ssd-windows-11-home-dc15250-thin-light-laptop/p/itmf98b77e821f82?pid=COMHDWZ63ZXXJTNF&lid=LSTCOMHDWZ63ZXXJTNFND75LO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHDWZ63ZXXJTNF.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMH743DRRNQYDSH,laptops,HP 255 G10 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 250 G10 Thin and Lig...,49890.0,55590.0,10% off,,https://www.flipkart.com/hp-255-g10-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-250-thin-light-laptop/p/itmac0cd52f844ae?pid=COMH743DRRNQYDSH&lid=LSTCOMH743DRRNQYDSHRMT77Y&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_67&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMH743DRRNQYDSH.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHGEUYS4ZYZU3R,laptops,Acer Aspire 7 (i7 14th Gen) Intel Core 7 240H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,99999.0,,,,https://www.flipkart.com/acer-aspire-7-i7-14th-gen-intel-core-240h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-a715-79g-gaming-laptop/p/itm72da8c5c6f3c9?pid=COMHGEUYS4ZYZU3R&lid=LSTCOMHGEUYS4ZYZU3RVLUMJZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_68&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHGEUYS4ZYZU3R.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
