productid,category,product_name,source,price,mrp,discount,rating,scraped_at
COMHEZA8DBZRJXZG,laptops,HP 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0028TU | 15-fr0045TU Thi...,flipkart,68990,69023,,,2026-09-09T10:13:19.274851
COMHDGD5FH6NZPHD,laptops,Primebook 2 Pro (2026) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/128 GB/Android 15) PBG9914128#4...,flipkart,28990,39990,27% off,,2026-09-09T10:13:19.274851
COMHFT2NY5V7RCMK,laptops,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,flipkart,64990,86990,25% off,,2026-09-09T10:13:19.274851
COMH743DRRNQYDSH,laptops,HP 255 G10 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 250 G10 Thin and Lig...,flipkart,49890,55590,10% off,,2026-09-09T10:13:19.274851
COMHE4ATFWNVHXHS,laptops,Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,flipkart,74990,92390,18% off,,2026-09-09T10:13:19.274851
COMH397X2KJ8XCHR,laptops,Acer Aspire 15 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) AS15 42 / A325 42 Thin ...,flipkart,49990,76999,35% off,,2026-09-09T10:13:19.274851
COMHZX8EXE4JE2FD,laptops,Lenovo IdeaPad Slim 3 AMD Ryzen 3 30 - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AMN8 Thin a...,flipkart,57575,111490,48% off,,2026-09-09T10:13:19.274851
COMHHNH8QYHRSTCG,laptops,ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,flipkart,79990,90990,12% off,,2026-09-09T10:13:19.274851
COMGWKF2QYG6XNCZ,laptops,Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,flipkart,51990,54790,5% off,,2026-09-09T10:13:19.274851
COMHDG7CFDWVKYMZ,laptops,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",flipkart,69900,75000,6% off,,2026-09-09T10:13:19.274851
COMGTGFGB8GK3NV7,laptops,Acer ‎Acer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) A114-43 Thin and Lig...,flipkart,45502,49990,8% off,,2026-09-09T10:13:19.274851
COMGT2ZXC24MFNFA,laptops,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin...,flipkart,35990,54990,34% off,,2026-09-09T10:13:19.274851
COMHEHHXKFQSABXZ,laptops,HP OMEN AI AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,flipkart,149990,162996,7% off,,2026-09-09T10:13:19.274851
COMHZX2TW9ZYNZMX,laptops,Acer Aspire 3 AMD Ryzen 3 5300U - (8 GB/256 GB SSD/Windows 11 Home) A325-42 Notebook,flipkart,40990,49990,18% off,,2026-09-09T10:13:19.274851
COMGZUYDGFJGHZR4,laptops,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ ...,flipkart,79990,90800,11% off,,2026-09-09T10:13:19.274851
COMHZQX4TQ3P9H3Z,laptops,Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFG4HN/A,flipkart,89900,,,,2026-09-09T10:13:19.274851
COMHBYH3ZQMZKTSA,laptops,Acer Aspire AMD Ryzen 5 Hexa Core 7430U - (16 GB/1 TB SSD/Windows 11 Home) AS15-42 Thin and Light Lapt...,flipkart,62990,64990,3% off,,2026-09-09T10:13:19.274851
COMHHT9GCKNHQSZZ,laptops,ASUS Expertbook AMD Ryzen 5 Hexa Core 150 - (16 GB/512 GB SSD/Windows 11 Home) PM1503CDA-S70546WS Lapt...,flipkart,67990,169990,60% off,,2026-09-09T10:13:19.274851
COMH89EBYFHZZGMH,laptops,"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 Series 2 225H - (16 GB...",flipkart,97490,98900,1% off,,2026-09-09T10:13:19.274851
COMHHNNZKTNAND2A,laptops,Lenovo IdeaPad Slim 3 with 1Year ADP AMD Ryzen 5 40 - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Laptop,flipkart,69990,80190,12% off,,2026-09-09T10:13:19.274851
COMHFBRSJHWSFV3C,laptops,Lenovo IdeaPad Slim 3 with 1Yr ADP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15...,flipkart,59799,60592,1% off,,2026-09-09T10:13:19.274851
COMHDFUWWFF77NQC,laptops,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0046TU Thin and Light Lapto...,flipkart,96981,111999,13% off,,2026-09-09T10:13:19.274851
COMHZQX4YFJWRPYZ,laptops,Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/256 GB SSD/Tahoe) MHFA4HN/A,flipkart,79900,,,,2026-09-09T10:13:19.274851
COMHEZZTHYZ3DUK5,laptops,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (16 GB/512 GB S...",flipkart,49990,54990,9% off,,2026-09-09T10:13:19.274851
COMH9ZWQSAU7H4TG,laptops,Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC7D4HN/A,flipkart,151900,,,,2026-09-09T10:13:19.274851
COMH4Y6KT9ZMYXA6,laptops,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin...,flipkart,56790,59990,5% off,,2026-09-09T10:13:19.274851
