source,product_id,product_name,price,mrp,discount,rating,url,scraped_at,matched_id,category
amazon,AZ_3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",22600.0,26999.0,16.0,4.4,https://www.amazon.in/s?k=vivo+T4R+5G+%28Arctic+White%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0022,mobiles
amazon,AZ_46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",17700.0,24999.0,29.0,4.8,https://www.amazon.in/s?k=CMF+by+Nothing+Phone+2+Pro+%28White%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0023,mobiles
amazon,AZ_c2634fd4daeb9,"vivo T4 5G (Phantom Grey, 256 GB)",22800.0,27999.0,19.0,4.7,https://www.amazon.in/s?k=vivo+T4+5G+%28Phantom+Grey%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0024,mobiles
amazon,AZ_d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",19800.0,36999.0,46.0,4.4,https://www.amazon.in/s?k=Samsung+Galaxy+A35+5G+%28Awesome+Iceblue%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0025,mobiles
amazon,AZ_6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",20800.0,24999.0,17.0,4.7,https://www.amazon.in/s?k=OPPO+K13+5G+with+7000mAh+and+80W+SUPERVOOC+Charger+In-The-Box+%28Icy+Purple%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0026,mobiles
amazon,AZ_ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",11700.0,17999.0,35.0,4.8,https://www.amazon.in/s?k=realme+P3x+5G+%28Midnight+Blue%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0027,mobiles
amazon,AZ_a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",22300.0,27999.0,20.0,3.9,https://www.amazon.in/s?k=MOTOROLA+Edge+60+Fusion+5G+%28PANTONE+Zephyr%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0028,mobiles
amazon,AZ_e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",23200.0,28999.0,20.0,4.7,https://www.amazon.in/s?k=realme+P4+Pro+5G+%28Birch+Wood%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0029,mobiles
amazon,AZ_62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",12100.0,16999.0,29.0,4.6,https://www.amazon.in/s?k=OPPO+K13x+5G+6000mAh+and+45W+SUPERVOOC+Charger+%26+AI+%28Midnight+Violet%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0030,mobiles
amazon,AZ_9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",18200.0,33999.0,46.0,4.8,https://www.amazon.in/s?k=Samsung+Galaxy+A35+5G+%28Awesome+Iceblue%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0031,mobiles
amazon,AZ_637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",21600.0,27999.0,23.0,3.9,https://www.amazon.in/s?k=MOTOROLA+Edge+60+Fusion+5G+%28PANTONE+Slipstream%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0032,mobiles
flipkart,FK_E1FF2B4872,Sony WH-1000XM5,19800.0,23960.0,21.0,4.6,https://www.flipkart.com/Sony-WH-1000XM5/p/itme1ff2b4872a0?pid=FK_E1FF2B4872&marketplace=FLIPKART,2026-09-09 17:46:18,MATCH_LIVE_E1FF2B,mobiles
amazon,AZ_E1FF2B4872,Sony WH-1000XM5,20200.0,24850.0,23.0,4.7,https://www.amazon.in/s?k=Sony+WH-1000XM5&ref=nb_sb_noss,2026-09-09 17:46:18,MATCH_LIVE_E1FF2B,mobiles
flipkart,FK_73255399E3,xiaomi pad 7 — 12gb + 256gb (regular),23000.0,29440.0,28.0,4.1,https://www.flipkart.com/xiaomi-pad-7-12gb-256gb-regular/p/itm73255399e304?pid=FK_73255399E3&marketplace=FLIPKART,2026-09-09 19:03:52,MATCH_LIVE_732553,mobiles
amazon,AZ_73255399E3,xiaomi pad 7 — 12gb + 256gb (regular),22310.0,25660.0,15.0,4.3,https://www.amazon.in/s?k=xiaomi+pad+7+%E2%80%94+12gb+%2B+256gb+%28regular%29&ref=nb_sb_noss,2026-09-09 19:03:52,MATCH_LIVE_732553,mobiles
flipkart,FK_8BBCF0BA24,Apple iphone 31,15000.0,18150.0,21.0,4.0,https://www.flipkart.com/search?q=Apple+iphone+31,2026-09-10 16:32:13,MATCH_LIVE_8BBCF0,mobiles
amazon,AZ_8BBCF0BA24,Apple iphone 31,14400.0,17710.0,23.0,4.5,https://www.amazon.in/s?k=Apple+iphone+31&ref=nb_sb_noss,2026-09-10 16:32:13,MATCH_LIVE_8BBCF0,mobiles
flipkart,FK_25BE66BE2B,Apple iphone 18,27000.0,32670.0,21.0,4.6,https://www.flipkart.com/search?q=Apple+iphone+18,2026-09-10 18:21:57,MATCH_LIVE_25BE66,mobiles
amazon,AZ_25BE66BE2B,Apple iphone 18,27540.0,33870.0,23.0,4.4,https://www.amazon.in/s?k=Apple+iphone+18&ref=nb_sb_noss,2026-09-10 18:21:57,MATCH_LIVE_25BE66,mobiles
flipkart,FK_E4AB9D6616,Apple iphone 19,21400.0,25040.0,17.0,4.8,https://www.flipkart.com/search?q=Apple+iphone+19,2026-09-10 18:48:17,MATCH_LIVE_E4AB9D,mobiles
amazon,AZ_E4AB9D6616,Apple iphone 19,22260.0,26490.0,19.0,4.1,https://www.amazon.in/s?k=Apple+iphone+19&ref=nb_sb_noss,2026-09-10 18:48:17,MATCH_LIVE_E4AB9D,mobiles
flipkart,FK_DBD565A083,Apple iphone 20,20600.0,23900.0,16.0,4.7,https://www.flipkart.com/search?q=Apple+iphone+20,2026-09-10 18:48:23,MATCH_LIVE_DBD565,mobiles
amazon,AZ_DBD565A083,Apple iphone 20,21220.0,25040.0,18.0,4.8,https://www.amazon.in/s?k=Apple+iphone+20&ref=nb_sb_noss,2026-09-10 18:48:23,MATCH_LIVE_DBD565,mobiles
flipkart,FK_ED4D729669,Apple iphone 21,18200.0,22200.0,22.0,4.4,https://www.flipkart.com/search?q=Apple+iphone+21,2026-09-10 18:48:26,MATCH_LIVE_ED4D72,mobiles
amazon,AZ_ED4D729669,Apple iphone 21,18200.0,22570.0,24.0,4.5,https://www.amazon.in/s?k=Apple+iphone+21&ref=nb_sb_noss,2026-09-10 18:48:26,MATCH_LIVE_ED4D72,mobiles
flipkart,FK_C5BA509FCD,Apple iphone 222,26200.0,33010.0,26.0,4.5,https://www.flipkart.com/search?q=Apple+iphone+222,2026-09-10 18:48:28,MATCH_LIVE_C5BA50,mobiles
amazon,AZ_C5BA509FCD,Apple iphone 222,26460.0,33870.0,28.0,4.7,https://www.amazon.in/s?k=Apple+iphone+222&ref=nb_sb_noss,2026-09-10 18:48:28,MATCH_LIVE_C5BA50,mobiles
